otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu313	19	19	9	4	5	3	0	17	10	7
otu1554	14	0	18	10	17	3	13	0	3	15
otu2096	8	20	16	12	0	19	17	15	2	0
otu1589	19	0	3	2	19	16	15	19	3	16
otu921	13	11	20	11	1	3	8	4	6	14
otu2571	1	3	15	6	1	18	10	10	3	13
otu596	6	14	18	20	7	16	0	0	16	2
otu2755	18	12	6	18	20	9	14	20	9	20
otu2829	15	17	19	6	20	1	8	3	12	14
otu2305	19	19	19	13	8	8	14	17	18	5
otu332	4	8	9	19	2	2	0	12	8	11
otu2386	18	8	4	6	10	1	5	12	20	19
otu1237	2	19	12	0	8	8	18	14	10	9
otu421	8	9	15	6	2	19	12	1	20	4
otu931	5	4	14	17	19	11	10	19	0	15
otu1765	1	15	18	8	13	18	18	18	15	4
otu349	15	11	3	1	10	10	11	2	17	12
otu2771	5	4	19	7	4	14	1	4	18	12
otu29	6	17	0	19	7	6	13	16	14	9
otu2503	15	3	3	19	15	17	1	19	0	17
otu2142	4	8	14	20	15	10	11	10	5	14
otu2708	10	17	1	20	4	11	12	2	10	17
otu1393	15	9	7	17	17	3	17	5	10	6
otu1763	7	0	1	19	13	5	12	12	15	4
otu2039	3	2	19	14	19	5	4	9	18	0
otu1445	5	16	5	20	13	19	6	13	5	15
otu2948	12	8	9	17	3	19	11	12	4	12
otu1819	16	1	8	6	11	10	13	11	5	19
otu2329	14	20	2	5	6	11	6	3	19	6
otu1551	6	19	11	12	20	8	14	6	6	18
otu2627	18	0	6	1	12	20	11	4	7	18
otu2831	20	10	14	5	6	19	20	9	2	0
otu2401	5	14	0	3	0	9	11	17	15	3
otu1996	16	14	6	11	6	11	2	17	2	3
otu1548	15	5	20	13	17	1	16	0	17	10
otu794	0	12	17	16	2	2	14	6	7	13
otu894	14	9	18	20	18	1	13	13	14	16
otu2207	7	15	5	10	11	16	20	5	15	7
otu2546	10	0	20	1	15	2	4	14	6	13
otu1468	4	9	17	14	17	15	18	17	5	3
otu1488	10	12	13	9	9	11	2	7	16	8
otu464	11	7	9	3	3	14	4	1	2	15
otu57	0	20	18	3	4	5	7	7	16	7
otu2390	8	11	18	4	12	16	5	2	19	14
otu2794	3	10	0	19	16	15	5	19	18	7
otu1889	9	1	17	1	8	18	9	8	2	12
otu1301	19	8	6	19	18	13	16	16	6	1
otu2770	18	13	4	6	7	18	6	20	7	14
otu1426	5	0	6	6	11	14	8	14	1	15
otu984	17	4	18	12	20	6	8	1	6	0
otu628	8	19	17	9	1	17	10	7	13	12
otu1706	6	3	5	1	6	18	0	3	7	14
otu2212	2	1	18	9	19	15	13	5	3	17
otu2109	17	18	17	20	14	19	7	12	2	10
otu1036	3	6	6	18	6	2	1	7	19	13
otu1451	18	9	8	17	13	6	4	7	10	4
otu2188	10	5	16	18	2	14	16	17	12	12
otu2592	17	17	6	13	2	8	4	6	14	20
otu1769	14	5	7	0	7	19	17	6	9	4
otu778	18	0	18	15	14	12	17	0	4	13
otu1955	11	11	6	1	2	18	13	14	7	3
otu1093	6	1	15	20	12	17	3	7	9	15
otu462	14	0	5	6	5	12	6	5	10	10
otu1858	17	13	3	20	4	9	20	4	11	9
otu1466	16	11	1	4	16	8	3	19	7	20
otu2779	15	7	9	3	10	1	19	14	13	20
otu1954	2	10	4	2	3	15	13	17	4	14
otu252	8	7	4	10	20	3	5	19	10	16
otu627	17	20	10	10	9	5	17	0	0	20
otu505	18	12	9	20	0	4	19	6	2	0
otu459	4	6	4	15	12	1	15	10	17	17
otu2158	15	0	5	8	2	2	8	17	2	8
otu2425	6	19	7	1	7	5	19	2	14	4
otu882	20	0	9	14	10	13	15	9	11	13
otu1284	0	6	7	15	13	20	6	12	4	11
otu2063	16	11	1	16	3	13	12	2	17	0
otu1181	2	12	17	15	12	7	9	2	14	6
otu845	18	15	6	11	19	2	8	20	11	0
otu2007	12	20	8	10	8	18	20	15	19	9
otu2249	11	1	13	17	16	15	19	18	11	20
otu2944	5	19	18	7	6	15	14	13	13	6
otu1213	18	19	16	18	12	7	15	20	3	8
otu100	17	7	9	16	11	20	20	12	7	13
otu2925	0	7	13	8	11	15	11	7	20	5
otu2882	12	9	13	0	18	16	14	3	13	19
otu2600	13	20	14	4	18	0	11	0	4	15
otu568	4	14	9	17	15	16	19	5	0	16
otu904	9	19	11	20	5	1	13	10	5	12
otu1434	8	8	10	0	9	2	0	12	8	16
otu258	3	4	9	6	6	17	20	14	20	4
otu2144	20	13	10	3	11	7	0	20	15	1
otu2164	12	9	18	16	18	2	17	17	3	1
otu1775	18	11	3	8	7	7	14	14	10	7
otu809	1	17	11	20	1	18	10	19	0	19
otu2782	14	5	5	9	9	1	16	6	7	7
otu1158	5	5	3	7	7	7	20	19	12	13
otu2364	5	20	13	4	16	8	9	12	20	2
otu824	7	16	12	3	13	6	9	14	18	15
otu2030	13	18	1	11	12	10	0	8	11	15
otu2637	13	4	15	14	2	4	6	20	1	0
otu144	4	10	18	14	5	0	11	12	12	0
otu8	7	17	12	14	5	13	14	3	15	15
otu45	14	6	10	2	3	7	5	6	18	14
otu2985	7	15	16	14	8	6	5	7	17	2
otu2843	7	3	19	0	14	1	11	17	10	0
otu2310	18	7	10	5	20	8	4	18	2	6
otu2413	13	14	14	0	16	3	17	4	9	6
otu2131	20	0	11	10	4	18	2	10	11	10
otu2043	3	13	5	6	12	3	14	18	12	9
otu1977	16	12	0	1	15	1	13	16	16	5
otu2103	2	10	16	17	9	17	1	6	2	14
otu2611	8	14	8	11	14	10	17	10	15	17
otu2319	3	16	20	20	10	16	17	17	1	5
otu2053	13	1	5	1	1	10	17	8	1	4
otu1002	1	16	0	19	11	8	18	2	10	6
otu91	1	9	10	2	6	3	14	19	7	15
otu2704	19	14	18	20	14	10	15	16	2	10
otu1173	0	11	16	1	2	13	4	11	10	11
otu2286	14	2	14	17	14	10	17	13	15	20
otu952	17	20	8	2	4	18	4	3	17	6
otu1360	6	0	19	10	8	12	5	16	7	11
otu1358	9	6	0	7	12	16	8	16	18	1
otu2599	12	11	16	8	15	20	4	5	15	5
otu1907	6	6	0	12	17	1	7	6	6	8
otu1160	19	14	16	12	18	5	14	1	2	16
otu2465	7	19	19	7	0	18	13	2	11	11
otu2220	18	7	9	10	19	10	20	10	18	15
otu635	4	10	19	13	20	4	16	16	19	12
otu2973	7	19	0	9	19	20	1	17	18	15
otu2822	18	8	3	5	0	1	18	5	14	15
otu1092	11	15	16	12	15	12	16	9	0	15
otu2468	11	10	20	13	17	14	1	13	7	13
otu2085	6	13	8	8	1	17	15	12	17	5
otu1730	17	6	10	11	2	20	8	19	1	0
otu1085	5	7	18	10	5	14	8	12	15	19
otu2712	4	4	6	5	13	15	8	13	0	2
otu1748	0	7	17	15	8	16	0	20	16	6
otu2409	3	11	8	14	19	17	8	10	8	6
otu2362	20	7	10	19	15	14	7	7	8	2
otu341	3	13	1	13	14	12	15	4	16	1
otu418	19	4	2	19	3	14	16	20	15	7
otu2648	5	0	3	2	8	3	4	15	15	3
otu648	11	14	18	15	20	3	8	11	15	11
otu2619	20	6	11	20	10	11	19	3	20	6
otu1249	10	8	12	17	16	17	1	15	10	9
otu2304	8	18	4	19	7	10	19	19	2	0
otu1487	15	6	9	6	5	19	1	0	5	13
otu71	20	16	7	17	11	17	12	0	6	16
otu1362	6	13	3	16	12	9	1	12	14	12
otu594	4	2	17	17	13	20	17	17	16	12
otu2970	20	2	18	16	14	19	18	13	9	9
otu2150	0	1	19	13	6	13	15	12	20	13
otu1842	6	9	7	13	3	4	11	5	4	16
otu2593	16	15	0	20	20	3	7	6	5	10
otu422	11	15	20	8	8	2	8	0	16	2
otu1023	16	13	10	16	20	2	16	5	2	2
otu1795	5	1	18	10	6	15	16	11	3	14
otu1841	3	11	18	2	17	10	10	20	17	12
otu434	6	4	9	9	16	1	4	4	13	7
otu2644	12	4	10	5	17	17	10	8	3	3
otu488	0	17	8	11	20	0	10	11	1	1
otu2344	1	5	19	3	17	13	12	1	17	18
otu983	16	6	4	2	13	0	3	18	4	10
otu2896	16	9	7	18	12	1	1	1	10	19
otu118	13	20	14	20	19	4	2	19	5	0
otu1813	10	1	17	13	10	6	5	7	3	14
otu2461	12	5	4	18	11	4	5	10	12	15
otu1744	19	10	7	15	0	12	2	15	20	1
otu1176	4	1	8	5	4	14	12	4	9	0
otu604	5	15	1	2	2	11	11	4	19	12
otu1830	18	12	12	14	15	14	20	11	16	11
otu517	8	0	7	15	1	12	10	6	8	10
otu1586	14	13	7	10	13	19	2	17	17	16
otu2076	3	0	1	4	15	18	16	4	10	8
otu1070	0	9	14	8	7	2	16	5	8	2
otu2864	16	6	16	14	18	4	3	10	1	5
otu1976	6	5	11	8	15	10	7	7	15	8
otu1482	8	9	8	3	18	7	20	18	10	14
otu2542	11	2	14	18	8	12	20	18	1	10
otu2501	19	19	5	6	2	11	0	1	7	5
otu346	0	8	13	8	6	18	2	5	4	3
otu1411	18	19	8	20	3	0	20	4	19	17
otu2959	6	4	12	0	3	4	4	20	7	4
otu229	13	20	18	13	19	16	11	5	12	18
otu2839	8	16	13	0	9	7	1	14	7	7
otu1105	18	3	8	12	20	1	1	12	9	20
otu1268	18	6	19	19	15	18	20	16	19	5
otu256	7	18	8	20	12	6	18	13	3	19
otu215	14	13	6	4	12	14	17	10	12	18
otu1348	5	15	9	0	15	5	16	7	8	14
otu2192	12	12	2	10	17	3	3	0	10	3
otu280	18	5	2	5	9	7	3	15	14	7
otu1440	13	12	4	11	1	6	15	17	1	11
otu1537	3	5	5	14	2	19	19	10	13	3
otu1915	6	4	0	15	11	9	19	1	6	17
otu2575	4	9	9	8	0	16	11	6	3	12
otu481	1	0	4	1	14	14	9	7	13	3
otu1826	17	20	11	18	0	6	4	3	10	6
otu1719	13	2	19	16	20	9	19	5	2	19
otu2412	13	0	14	11	5	20	16	7	7	18
otu361	19	5	4	14	17	13	19	5	18	14
otu1447	4	15	9	11	7	10	7	20	15	6
otu759	18	1	17	15	8	14	9	2	16	8
otu659	0	7	10	8	2	7	14	15	1	4
otu1625	1	5	12	15	5	19	0	3	17	17
otu2042	1	18	9	13	13	9	11	3	2	17
otu2127	5	2	10	15	0	20	11	5	20	13
otu208	17	17	0	9	0	6	4	11	2	1
otu2245	20	0	16	17	4	16	4	4	9	18
otu2855	7	14	15	13	8	2	8	14	2	13
otu78	7	9	4	19	1	8	14	3	16	7
otu1033	4	1	12	11	10	12	3	19	16	2
otu1489	14	11	7	5	18	4	17	12	14	12
otu926	13	16	5	3	6	11	18	8	9	3
otu960	15	13	11	0	8	7	2	7	18	8
otu1876	11	1	18	1	3	5	20	11	7	20
otu1808	10	0	12	0	4	15	1	10	20	20
otu513	5	19	12	2	14	8	14	1	12	15
otu2020	4	9	15	2	17	17	19	20	5	7
otu2838	18	19	8	20	17	4	1	2	1	14
otu1004	20	6	6	0	20	16	5	5	0	3
otu671	20	12	1	18	10	3	18	1	11	5
otu3000	6	18	19	15	10	14	7	19	9	10
otu2405	6	5	4	13	7	3	20	13	7	5
otu1388	19	2	4	0	16	0	15	13	2	1
otu2795	8	1	16	1	7	2	9	2	4	20
otu344	20	1	5	10	7	11	3	12	5	8
otu1437	12	10	6	16	2	1	19	7	2	15
otu1879	14	14	11	2	1	19	4	18	15	14
otu683	0	5	14	9	19	20	16	16	3	4
otu2524	14	20	8	14	11	1	15	19	8	13
otu1407	15	6	10	10	6	8	2	16	9	11
otu2326	8	9	2	14	11	12	9	10	11	13
otu2848	13	0	2	10	3	19	11	6	15	5
otu105	7	6	4	5	13	7	8	9	20	1
otu1035	1	17	18	11	3	15	4	18	20	8
otu394	14	17	8	16	1	5	3	3	1	1
otu1479	6	14	15	14	18	15	7	0	0	0
otu1087	19	12	6	14	12	8	8	0	7	0
otu2583	2	1	12	0	15	4	4	8	16	3
otu2510	8	11	4	5	15	1	0	9	2	2
otu2252	7	14	10	17	20	3	15	5	17	11
otu626	4	15	9	6	8	3	6	15	4	5
otu1221	20	3	18	10	19	11	12	15	17	9
otu1658	5	10	20	13	7	15	11	6	18	12
otu1282	16	18	20	11	4	15	10	13	2	3
otu2318	15	14	1	1	4	8	4	7	15	10
otu2558	1	3	11	7	18	13	1	1	11	19
otu2941	11	0	17	11	6	20	15	14	4	10
otu1817	6	8	18	14	14	3	1	14	19	4
otu123	20	16	16	10	15	8	1	7	18	14
otu947	6	4	16	15	19	5	15	8	5	15
otu1250	18	10	3	18	3	8	18	2	15	9
otu1591	8	0	3	19	5	10	5	6	14	17
otu979	1	13	2	13	14	8	6	4	1	7
otu2836	14	13	5	17	19	10	4	16	17	11
otu1699	14	11	1	4	1	5	6	18	8	4
otu2969	5	4	16	3	2	6	9	6	14	10
otu2603	16	4	4	0	9	20	13	17	0	17
otu1546	13	11	7	18	1	14	12	15	16	20
otu936	5	0	8	1	14	4	1	12	8	1
otu2775	4	6	8	18	13	20	6	18	1	11
otu1822	14	10	18	19	7	3	12	6	17	7
otu2585	16	13	15	19	4	1	14	16	18	4
otu2219	5	9	10	6	4	3	6	18	9	18
otu1472	12	4	7	11	14	6	9	5	2	16
otu1818	20	13	5	7	5	12	4	12	15	12
otu2118	5	7	0	1	15	10	19	8	15	2
otu1689	17	6	14	19	7	5	15	6	3	16
otu232	10	17	6	0	3	17	11	10	18	9
otu1492	7	9	2	9	3	6	2	4	4	9
otu366	9	4	6	12	5	13	14	8	18	2
otu881	18	0	1	20	9	8	9	9	6	11
otu2155	7	13	16	1	18	4	4	14	18	16
otu1152	6	16	16	13	5	8	18	11	6	13
otu2115	20	3	17	12	5	16	8	6	13	1
otu2538	17	0	5	2	17	4	6	18	5	2
otu945	18	4	5	6	5	7	15	16	15	15
otu1642	11	20	7	5	13	19	0	8	8	11
otu1680	7	10	8	12	12	2	5	1	14	20
otu304	13	11	1	18	6	4	14	14	16	1
otu712	6	11	19	13	19	17	15	20	13	18
otu2182	17	12	19	11	6	0	15	13	1	5
otu2595	14	6	18	19	4	16	16	12	9	6
otu1688	8	13	14	20	13	17	16	17	15	5
otu1793	16	12	17	19	1	12	17	20	7	7
otu1847	4	7	15	2	9	10	2	16	5	5
otu2517	17	20	5	7	2	19	14	13	18	13
otu2798	18	13	4	4	10	12	1	2	19	11
otu2821	17	0	2	9	7	3	2	14	19	6
otu275	7	4	13	18	17	19	18	12	20	17
otu1079	13	10	11	5	9	2	13	18	1	16
otu2958	4	5	6	6	4	20	1	2	1	14
otu1749	18	0	9	9	14	4	14	10	15	11
otu228	8	9	1	13	1	1	7	11	0	9
otu763	11	6	7	5	14	18	3	9	18	1
otu231	16	7	9	7	7	11	6	14	10	11
otu2690	1	3	17	20	7	6	16	8	8	1
otu1345	10	3	12	6	13	9	3	7	6	0
otu1804	8	9	17	2	12	3	0	11	18	20
otu1369	17	2	11	3	5	11	15	16	7	17
otu2786	3	6	4	6	1	11	5	18	15	20
otu2972	3	3	5	18	20	6	20	14	17	18
otu1056	6	18	14	14	11	15	1	19	14	2
otu199	3	1	1	13	11	7	16	20	4	17
otu1429	3	9	19	4	15	13	4	9	19	10
otu2106	11	8	11	2	5	1	0	16	20	0
otu1875	8	11	7	10	12	20	1	3	13	19
otu808	2	14	6	12	19	17	0	1	19	1
otu1746	7	17	0	14	7	9	10	4	14	18
otu2582	11	11	13	17	9	20	20	13	13	5
otu66	15	5	13	13	4	0	11	11	12	13
otu40	12	0	12	2	18	14	19	20	2	18
otu2783	7	7	4	15	1	12	3	16	8	14
otu2596	11	15	10	3	12	18	1	1	7	2
otu2526	11	18	12	11	4	6	15	8	1	17
otu1441	9	4	15	6	2	18	11	0	20	8
otu2495	15	3	10	6	9	10	0	14	6	9
otu4	17	16	17	1	12	15	6	8	2	1
otu893	10	9	19	12	17	3	10	12	5	16
otu305	9	12	13	19	4	7	20	19	10	11
otu2845	9	20	10	11	5	10	14	12	16	9
otu2642	5	13	5	11	17	7	7	6	4	0
otu1303	19	8	12	18	18	5	19	15	2	15
otu2666	15	18	0	11	1	16	3	20	18	19
otu306	2	0	3	16	6	4	7	1	10	12
otu2067	1	6	14	19	9	5	14	18	9	1
otu800	17	9	20	14	0	16	10	15	10	5
otu1491	15	7	3	4	18	5	0	9	17	5
otu661	10	14	6	9	0	15	12	7	14	11
otu2478	5	19	6	2	6	20	13	3	7	17
otu1063	6	1	18	4	10	17	3	17	4	19
otu1931	0	6	19	8	8	16	1	13	16	9
otu390	7	5	1	0	11	0	0	16	13	6
otu1788	16	19	2	11	10	1	20	4	2	20
otu1845	13	9	5	8	1	9	9	8	15	6
otu1982	2	10	9	3	18	11	1	10	12	19
otu1772	8	4	9	8	6	16	7	13	8	9
otu221	17	10	1	18	19	16	10	7	14	18
otu765	11	0	1	9	12	11	8	0	15	0
otu1387	6	13	20	19	12	20	18	11	10	18
otu2208	7	3	11	0	4	12	10	15	18	17
otu1064	15	7	12	5	9	14	1	19	3	8
otu1579	20	13	9	6	20	9	18	13	17	20
otu2385	8	6	16	16	16	7	6	5	13	3
otu1895	16	8	7	1	10	9	20	2	5	4
otu1861	4	11	12	0	3	14	12	19	13	13
otu843	1	7	15	10	13	19	11	14	13	18
otu1212	10	18	10	19	6	7	7	19	7	15
otu1069	2	12	2	0	18	13	14	20	17	7
otu1993	16	8	3	18	19	5	3	13	13	6
otu2791	14	12	5	15	12	19	5	4	17	6
otu1909	11	8	10	15	8	13	7	6	14	4
otu2258	7	5	17	18	19	5	0	1	12	4
otu2459	4	15	16	16	14	12	5	16	19	2
otu2750	2	15	16	15	17	7	9	8	10	9
otu1846	13	15	11	0	16	5	2	2	9	14
otu222	14	5	2	3	1	15	16	11	5	4
otu2036	14	17	7	3	18	5	10	10	7	9
otu2388	11	7	6	13	2	19	14	10	19	9
otu431	15	0	1	8	17	11	2	14	11	5
otu1060	0	5	9	5	2	3	17	12	18	6
otu1544	9	4	4	1	16	13	8	16	11	19
otu2548	4	12	7	13	15	11	9	3	9	6
otu2407	8	20	16	19	15	6	10	20	14	18
otu2322	17	5	11	18	18	0	9	8	2	12
otu365	20	11	7	8	1	16	13	0	9	9
otu2485	13	0	7	2	14	10	9	11	19	10
otu353	5	3	12	8	7	14	15	6	16	14
otu2369	6	16	7	4	17	17	0	19	8	15
otu1400	3	3	20	7	0	5	5	15	7	15
otu616	10	17	20	13	10	11	3	0	17	14
otu2563	14	3	19	10	0	19	17	0	1	4
otu935	17	15	2	6	20	15	11	15	17	14
otu622	7	17	18	9	19	13	9	17	4	18
otu1917	3	15	19	15	2	14	7	10	3	8
otu1714	8	11	18	16	1	20	19	13	12	20
otu1670	17	10	0	17	11	1	0	12	10	15
otu2727	6	9	6	10	8	12	11	18	5	4
otu2451	1	13	19	16	2	9	0	20	5	13
otu2971	1	10	8	3	14	5	6	18	0	9
otu2281	12	8	20	18	7	9	10	15	3	10
otu2742	6	5	1	2	9	12	18	16	2	4
otu334	11	20	16	9	7	17	20	8	8	9
otu868	17	9	12	13	11	10	12	17	20	19
otu910	9	8	11	12	17	9	16	17	1	9
otu971	15	15	8	18	7	16	19	7	19	6
otu1606	15	19	1	4	8	17	19	19	16	17
otu953	12	18	14	5	3	17	12	17	14	12
otu213	6	8	16	3	4	11	19	19	3	8
otu2612	4	4	4	4	17	7	13	7	13	16
otu1588	4	14	4	18	0	1	20	11	2	3
otu138	16	11	19	17	2	6	16	0	19	16
otu1505	0	6	12	13	5	3	8	19	6	12
otu2159	7	0	12	9	16	14	16	11	5	18
otu698	5	19	19	20	0	2	17	3	12	12
otu2424	4	8	17	7	0	16	16	8	8	15
otu337	15	17	11	13	17	15	4	13	4	12
otu907	17	0	16	12	16	17	4	9	16	4
otu2479	12	0	7	12	9	0	4	7	18	0
otu340	18	8	10	14	10	8	18	13	2	14
otu1599	0	16	0	18	17	6	18	2	20	2
otu89	8	2	4	7	2	19	8	15	12	10
otu2184	8	15	2	9	12	4	15	6	3	1
otu2682	2	12	16	13	2	15	8	9	8	16
otu2035	11	20	8	17	14	16	16	12	11	15
otu2844	15	12	17	20	3	9	1	0	20	17
otu2691	2	1	19	5	10	11	16	19	14	12
otu142	17	18	12	20	1	15	11	15	2	5
otu2995	0	15	20	13	20	17	8	13	19	15
otu321	17	11	3	10	1	7	6	6	2	7
otu1341	3	0	9	19	20	4	19	19	18	5
otu1572	6	8	12	7	3	20	12	4	6	12
otu817	20	9	19	4	8	2	5	20	16	14
otu1254	0	16	11	12	3	12	3	20	7	18
otu1077	9	10	19	11	10	7	1	5	13	3
otu387	8	14	6	4	2	15	6	6	18	10
otu883	17	13	5	6	20	20	10	13	6	0
otu2222	13	5	14	14	18	18	19	5	19	4
otu2514	9	0	11	1	7	3	7	15	7	12
otu2283	14	18	3	15	16	13	17	7	7	15
otu1419	15	12	19	11	5	0	4	1	13	16
otu1768	5	12	1	10	17	11	6	10	4	6
otu323	14	15	8	13	18	17	12	4	11	5
otu2470	16	1	1	1	15	0	11	7	16	15
otu1869	8	17	12	11	11	6	11	12	14	14
otu2474	2	0	7	4	6	11	7	4	12	6
otu1821	9	4	17	9	10	2	12	16	13	5
otu2519	16	2	8	18	2	3	10	6	17	4
otu2366	17	14	7	20	14	6	18	11	9	3
otu1571	2	1	12	8	15	10	1	11	0	8
otu2022	5	13	0	18	5	8	6	12	7	15
otu2949	4	17	8	6	16	8	0	14	1	5
otu780	0	12	13	6	3	18	20	1	8	0
otu641	12	3	9	17	0	7	5	0	20	8
otu2991	7	17	7	0	19	5	12	2	13	0
otu1196	7	16	14	6	16	20	16	2	6	17
otu2416	9	19	10	17	1	16	16	1	8	0
otu1497	12	12	9	19	17	1	9	15	6	3
otu1535	13	17	17	5	4	11	0	15	18	16
otu660	3	2	16	19	9	16	19	19	6	18
otu2650	14	0	1	12	3	8	17	11	8	12
otu1040	5	3	19	1	4	19	9	14	15	13
otu2392	6	1	8	14	17	7	6	1	15	1
otu2195	16	10	16	16	15	19	13	4	12	18
otu1366	9	7	11	16	7	15	3	1	14	18
otu1992	4	18	10	14	4	13	16	11	16	18
otu2135	4	10	6	1	10	6	18	2	6	12
otu1038	14	17	2	19	20	10	20	13	9	1
otu2073	10	0	12	3	4	5	12	10	0	11
otu2817	2	7	18	12	10	12	2	3	17	20
otu867	13	1	19	6	3	13	7	1	9	13
otu2869	8	2	8	13	13	20	19	10	11	16
otu2056	0	20	5	7	2	1	7	0	11	9
otu2987	4	16	14	3	9	13	13	16	10	20
otu997	10	4	7	11	13	12	10	20	17	5
otu1523	12	16	14	19	0	8	12	18	18	12
otu1198	10	10	15	8	3	8	2	20	6	18
otu1245	20	19	14	14	3	17	0	16	17	0
otu2343	0	7	19	18	17	7	6	20	16	2
otu473	12	8	15	0	10	9	14	14	13	9
otu1334	13	8	12	8	15	10	9	0	17	3
otu253	5	8	9	12	2	7	13	20	7	8
otu572	7	12	9	4	7	2	14	10	0	12
otu773	7	4	9	2	11	3	17	12	2	17
otu2190	6	12	13	11	20	8	3	18	18	10
otu247	18	5	7	11	4	12	15	12	6	19
otu2162	7	12	1	2	9	16	0	8	10	11
otu1209	15	15	16	2	9	8	10	19	1	2
otu1239	18	18	16	11	12	7	18	2	20	7
otu407	1	3	2	11	2	8	11	8	13	7
otu330	1	0	10	8	12	1	2	8	6	12
otu2559	8	5	0	5	19	13	16	10	9	6
otu1210	16	7	9	7	8	1	3	10	18	6
otu506	5	18	1	5	17	15	5	0	10	12
otu508	15	11	19	3	12	17	10	12	11	0
otu1646	7	11	15	6	8	20	6	15	15	10
otu959	4	18	12	5	6	6	11	15	6	4
otu2576	20	13	17	9	8	11	0	6	18	7
otu491	8	13	15	12	4	20	1	6	9	16
otu336	11	8	4	16	20	15	16	11	0	2
otu658	1	6	20	6	19	14	15	18	5	17
otu1563	15	18	3	7	10	16	14	13	9	8
otu2442	14	17	9	7	0	12	17	12	20	20
otu1849	6	16	11	12	7	2	20	0	11	14
otu646	20	19	4	20	7	10	17	1	4	6
otu707	19	20	14	12	4	17	7	9	8	19
otu2463	15	4	14	15	11	9	19	2	3	1
otu651	7	9	2	5	6	0	16	7	14	4
otu976	2	17	8	3	5	17	8	14	0	8
otu1140	18	18	14	4	13	6	4	4	14	20
otu2730	5	7	20	8	14	17	9	6	7	3
otu1781	9	11	10	13	0	16	15	20	4	19
otu410	11	18	19	16	11	19	1	9	7	7
otu2604	1	13	18	15	1	17	20	11	20	14
otu514	16	2	13	20	12	14	11	16	16	19
otu1837	0	11	5	7	3	3	5	19	5	11
otu1890	18	0	10	12	0	10	12	15	19	1
otu465	6	8	5	19	15	11	4	11	6	8
otu1628	13	3	7	13	16	4	1	16	16	6
otu1922	19	15	0	3	19	13	2	15	0	13
otu2588	4	13	0	0	16	15	18	18	18	10
otu70	7	7	8	11	3	4	2	3	1	15
otu2728	14	15	5	13	2	13	6	20	8	3
otu684	7	15	6	14	12	13	12	6	4	12
otu1506	5	6	16	0	6	12	0	17	2	17
otu857	15	16	6	8	10	6	1	14	1	4
otu188	11	17	7	6	3	20	8	15	17	16
otu2484	11	13	19	13	13	17	11	2	11	1
otu675	15	16	15	3	18	10	9	18	5	10
otu2697	3	17	19	20	1	18	1	0	15	0
otu1030	4	2	9	13	5	7	3	9	0	7
otu814	2	3	5	3	20	7	18	4	6	12
otu706	15	10	12	1	3	4	19	0	9	12
otu1050	2	19	5	2	5	9	8	18	3	14
otu766	19	15	17	3	0	16	10	6	5	4
otu1512	1	19	12	9	9	16	14	16	12	9
otu486	0	1	20	2	14	17	10	15	17	17
otu1897	18	5	15	0	15	14	20	4	16	13
otu1882	4	4	1	15	8	5	14	2	8	17
otu848	9	19	10	1	18	7	19	7	7	0
otu2156	6	20	4	5	1	2	10	5	16	5
otu447	20	1	10	13	8	10	19	18	18	6
otu33	5	16	16	17	16	4	19	12	13	0
otu2660	1	5	17	5	16	13	6	5	1	7
otu385	8	16	9	2	16	19	19	16	6	7
otu1843	20	6	17	19	14	15	19	2	6	20
otu1132	12	7	13	17	10	2	12	20	16	18
otu551	17	17	9	11	6	13	2	18	6	15
otu2357	1	8	7	9	17	16	12	5	7	20
otu342	10	18	17	7	10	0	14	7	18	18
otu1929	11	4	5	10	12	8	1	15	6	15
otu1386	0	5	15	14	10	10	12	14	9	6
otu2842	18	16	15	12	17	16	6	17	13	1
otu2954	4	14	18	1	12	13	0	5	18	11
otu1798	17	5	4	20	18	8	14	12	5	2
otu1867	3	11	11	20	5	5	17	8	20	13
otu2311	4	15	18	15	15	12	1	1	17	4
otu2257	2	16	13	17	7	18	12	14	5	4
otu2739	4	9	5	18	17	0	10	17	9	17
otu1994	15	2	4	10	15	0	2	10	9	17
otu1184	11	1	9	11	18	16	5	13	7	7
otu821	18	17	3	15	3	5	9	11	6	16
otu1229	13	14	9	20	6	17	17	1	0	3
otu2121	7	6	6	3	16	3	8	14	9	17
otu1019	11	6	2	3	1	3	20	12	18	0
otu2276	0	13	2	20	19	9	14	8	16	19
otu161	17	18	17	10	14	12	8	17	3	6
otu802	0	13	18	18	17	20	7	16	5	9
otu88	2	18	2	9	2	0	2	5	20	13
otu2487	12	18	10	13	1	17	20	10	0	10
otu265	10	16	14	7	0	13	8	20	11	12
otu1444	10	3	10	19	8	0	13	9	13	11
otu2472	7	3	7	11	16	19	6	6	13	6
otu2499	14	11	6	7	11	17	14	9	0	9
otu1687	10	0	7	0	4	5	8	4	3	18
otu1520	3	15	12	2	14	8	3	16	0	1
otu368	16	10	15	2	4	20	8	13	4	7
otu2047	6	5	3	8	11	5	11	7	9	9
otu745	11	9	18	12	3	20	6	15	16	18
otu2865	18	19	14	4	4	20	8	3	13	3
otu977	7	4	17	2	2	13	16	17	15	10
otu782	2	15	4	9	1	7	0	7	14	2
otu2016	6	10	14	1	6	7	16	19	15	13
otu1860	16	11	0	5	3	17	10	10	7	7
