function	SRR7764409.fastq.gz_filtered.sam.match_0.5	SRR7764404.fastq.gz_filtered.sam.match_0.5	SRR7764443.fastq.gz_filtered.sam.match_0.5	SRR7764419.fastq.gz_filtered.sam.match_0.5	SRR7764390.fastq.gz_filtered.sam.match_0.5	SRR7764433.fastq.gz_filtered.sam.match_0.5	SRR7764440.fastq.gz_filtered.sam.match_0.5	SRR7764391.fastq.gz_filtered.sam.match_0.5	SRR7764447.fastq.gz_filtered.sam.match_0.5	SRR7764410.fastq.gz_filtered.sam.match_0.5	SRR7764405.fastq.gz_filtered.sam.match_0.5	SRR7764426.fastq.gz_filtered.sam.match_0.5	SRR7764424.fastq.gz_filtered.sam.match_0.5	SRR7764421.fastq.gz_filtered.sam.match_0.5	SRR7764441.fastq.gz_filtered.sam.match_0.5	SRR7764435.fastq.gz_filtered.sam.match_0.5	SRR7764397.fastq.gz_filtered.sam.match_0.5	SRR7764401.fastq.gz_filtered.sam.match_0.5	SRR7764402.fastq.gz_filtered.sam.match_0.5	SRR7764394.fastq.gz_filtered.sam.match_0.5	SRR7764434.fastq.gz_filtered.sam.match_0.5	SRR7764411.fastq.gz_filtered.sam.match_0.5	SRR7764393.fastq.gz_filtered.sam.match_0.5	SRR7764429.fastq.gz_filtered.sam.match_0.5	SRR7764427.fastq.gz_filtered.sam.match_0.5	SRR7764399.fastq.gz_filtered.sam.match_0.5	SRR7764431.fastq.gz_filtered.sam.match_0.5	SRR7764446.fastq.gz_filtered.sam.match_0.5	SRR7764422.fastq.gz_filtered.sam.match_0.5	SRR7764418.fastq.gz_filtered.sam.match_0.5	SRR7764423.fastq.gz_filtered.sam.match_0.5	SRR7764400.fastq.gz_filtered.sam.match_0.5	SRR7764414.fastq.gz_filtered.sam.match_0.5	SRR7764395.fastq.gz_filtered.sam.match_0.5	SRR7764415.fastq.gz_filtered.sam.match_0.5	SRR7764406.fastq.gz_filtered.sam.match_0.5	SRR7764403.fastq.gz_filtered.sam.match_0.5	SRR7764420.fastq.gz_filtered.sam.match_0.5	SRR7764417.fastq.gz_filtered.sam.match_0.5	SRR7764442.fastq.gz_filtered.sam.match_0.5	SRR7764398.fastq.gz_filtered.sam.match_0.5	SRR7764425.fastq.gz_filtered.sam.match_0.5	SRR7764392.fastq.gz_filtered.sam.match_0.5	SRR7764413.fastq.gz_filtered.sam.match_0.5	SRR7764437.fastq.gz_filtered.sam.match_0.5	SRR7764432.fastq.gz_filtered.sam.match_0.5	SRR7764438.fastq.gz_filtered.sam.match_0.5	SRR7764444.fastq.gz_filtered.sam.match_0.5	SRR7764396.fastq.gz_filtered.sam.match_0.5	SRR7764445.fastq.gz_filtered.sam.match_0.5	SRR7764428.fastq.gz_filtered.sam.match_0.5	SRR7764412.fastq.gz_filtered.sam.match_0.5	SRR7764448.fastq.gz_filtered.sam.match_0.5	SRR7764430.fastq.gz_filtered.sam.match_0.5	SRR7764408.fastq.gz_filtered.sam.match_0.5	SRR7764436.fastq.gz_filtered.sam.match_0.5	SRR7764407.fastq.gz_filtered.sam.match_0.5	SRR7764389.fastq.gz_filtered.sam.match_0.5	SRR7764416.fastq.gz_filtered.sam.match_0.5	SRR7764439.fastq.gz_filtered.sam.match_0.5
5125	2	1	1	2	2	3	2	2	1	1	2	0	5	0	2	3	1	3	2	2	1	3	2	1	1	0	0	1	2	3	3	1	1	3	4	1	2	1	2	3	2	2	0	2	3	4	2	3	1	4	2	3	2	1	2	2	3	2	2	2
5129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
5139	2	0	1	1	5	0	0	2	1	2	2	2	1	0	0	1	0	0	1	1	0	0	2	0	1	0	0	3	0	0	3	0	1	1	1	2	1	1	1	1	0	1	0	0	1	1	0	2	1	2	0	1	0	0	1	0	1	0	0	1
40468	1	0	0	0	1	0	1	2	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	1
54958	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1799703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
110618	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0
5148	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	2	1	0	1	1	1	1	0	1	1	1	1	1	0
5149	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147547	1	0	3	0	3	4	4	2	2	1	1	3	1	0	4	0	5	2	3	2	2	1	0	2	2	0	1	0	2	1	2	0	1	4	2	0	1	3	2	2	4	2	0	0	2	0	1	3	0	4	1	3	3	2	0	1	0	3	1	2
79807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
147549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
64561	1	2	2	3	3	2	1	1	2	3	2	2	4	2	3	4	4	5	3	4	3	2	2	4	1	1	2	1	4	4	2	4	4	5	3	2	2	3	2	4	3	2	6	2	3	5	4	1	4	4	5	4	2	1	2	2	3	6	3	1
4958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5178	7	4	5	8	11	9	4	4	6	3	4	4	5	2	6	9	6	7	7	5	5	7	2	10	6	4	5	7	7	6	5	4	5	8	8	8	5	8	4	6	6	6	3	4	7	6	7	7	8	7	6	4	9	4	4	9	7	4	6	9
5181	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1
299071	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024004	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	1	1	1	0
88646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40289	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
175688	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278090	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1217207	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147538	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0
5475	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5204	3	1	2	2	2	2	1	2	1	1	1	1	3	0	3	1	1	2	1	2	1	2	2	3	3	0	0	1	3	4	1	2	1	2	2	1	1	1	1	2	2	2	2	2	3	1	0	2	1	2	2	3	2	2	1	1	2	1	0	2
147541	7	4	6	7	6	8	2	3	9	4	6	4	5	1	5	4	7	7	5	7	5	7	7	7	5	3	3	3	5	3	6	7	5	7	7	6	5	4	7	6	11	3	5	5	7	8	7	5	10	7	4	6	5	4	6	7	8	3	5	7
5206	2	2	1	1	1	2	0	1	1	2	1	1	1	0	2	1	2	2	2	2	1	2	2	1	2	1	1	2	1	1	2	1	1	2	2	2	1	0	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	0	2	1	2	0	2	2
68793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
147545	6	1	0	3	0	1	0	3	2	3	1	1	3	0	1	7	2	3	4	2	3	4	3	5	4	3	0	6	2	4	5	6	1	1	1	0	2	0	3	2	6	1	1	2	4	1	0	1	2	2	3	2	1	1	1	7	5	6	1	1
34395	6	4	6	7	8	5	2	3	7	11	7	12	5	1	7	9	6	8	6	6	6	4	3	9	8	3	1	10	6	4	3	8	4	7	6	2	5	4	5	10	7	7	6	6	6	6	5	5	6	6	6	4	8	7	2	7	9	4	8	3
147548	4	2	4	4	10	6	3	2	5	2	9	5	8	0	5	4	8	9	2	4	2	3	3	9	3	1	0	4	2	3	7	13	1	9	4	2	10	3	2	4	12	1	4	10	3	4	3	4	7	6	4	2	8	5	2	3	4	2	3	2
34397	2	1	1	1	1	0	1	2	1	1	1	1	2	0	2	2	1	1	3	1	1	3	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	2	2	2	1
147550	5	5	9	14	18	7	5	3	12	9	11	5	4	0	8	10	10	12	16	14	12	8	3	12	7	10	2	12	8	7	13	18	6	15	15	17	7	6	6	17	18	10	3	6	15	9	11	8	9	11	6	10	8	10	4	11	15	2	12	5
1075807	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
63588	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37989	0	0	0	2	1	1	0	0	0	0	1	0	1	0	1	2	2	2	1	2	0	0	0	2	1	0	0	1	1	0	1	2	0	0	1	1	1	0	2	0	1	0	0	2	0	0	1	1	0	1	1	1	0	1	1	2	0	1	0	1
37990	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	3	3	2	1	0	1	2	0	1	0	1	1	1	1	1	0	2	2	2	2	1	0	0	2	0	0	1	0	0	2	1	2	1	0	0	1	0	0	2	0	1	1	0
37991	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
47720	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
306876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5226	0	1	1	1	1	1	0	0	0	0	1	2	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0	2
160871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184431	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5234	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
139380	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1
1335925	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
68755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
152767	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
29820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1799786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34433	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
5250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
71729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
47751	2	1	0	0	1	2	1	2	1	1	2	0	1	0	1	1	2	1	1	0	0	0	1	2	0	2	2	0	1	0	1	2	0	1	0	1	1	1	2	1	2	0	0	2	1	1	0	2	1	1	0	1	1	1	1	2	2	1	2	2
34444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160909	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0
4751	2	1	3	1	3	4	1	1	1	3	3	2	0	0	1	3	2	3	0	1	0	3	0	6	4	3	1	4	3	4	5	2	0	3	0	2	4	0	1	2	3	1	0	0	2	1	1	3	5	4	2	4	3	0	2	7	4	2	3	2
90257	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34450	1	1	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	3	2	0	0	1	1	0	0	2	0	1	0	1	0	1	1	3	0	0	0	0	1	0	1	1	0	1	0	0	3	0
34451	1	2	1	1	3	0	1	2	2	0	2	0	2	0	1	3	1	4	3	2	0	1	2	2	1	0	0	0	4	3	3	1	1	4	0	1	0	0	1	3	3	1	1	4	3	4	1	0	2	3	2	2	2	2	2	1	2	1	2	1
68756	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
489241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104242	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
4890	27	16	19	27	36	27	19	16	27	16	32	28	36	7	36	38	28	31	22	30	21	30	17	39	23	13	15	38	31	20	25	35	19	30	29	27	14	27	24	31	29	21	13	30	27	25	24	24	22	30	26	23	23	20	23	38	41	18	24	21
202694	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
56487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
56488	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	1	1	0	1	1	1	1	0	1	2	1	0	0	0	1	1	0	1	0	0	1	1	2	1	1	0	1	0	1	1	0	1	0	0	1	0
40105	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0
162474	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
68779	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
40562	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
56494	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	2	2	0	1	0	0	0	0	2	1	0	2	0	2	0	2	0
162480	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162481	0	1	0	0	0	1	1	0	0	1	0	0	4	1	2	1	2	2	1	1	0	1	0	3	1	0	1	1	2	1	1	1	0	1	1	1	0	1	1	0	2	1	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	1	1	0
29875	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
162484	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
55070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1851575	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1
82105	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
29882	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92860	2	4	2	4	7	4	3	2	2	1	3	3	3	0	6	3	5	3	1	5	2	2	2	4	2	2	1	3	1	1	3	5	2	5	6	4	1	2	1	1	3	3	2	0	4	2	2	2	5	4	2	0	2	1	3	1	8	0	4	2
89791	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1
5152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
