otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu967	1	20	8	18	11	11	17	5	3	4
otu868	3	18	7	12	4	17	18	4	12	11
otu714	18	10	18	14	17	20	20	14	2	6
otu352	5	4	5	1	14	7	11	1	9	10
otu90	8	11	16	4	3	1	7	20	11	10
otu1543	8	12	16	8	18	12	20	16	5	3
otu1200	20	4	9	4	8	16	19	5	10	13
otu697	14	15	3	3	7	14	9	9	20	18
otu2066	8	15	1	19	0	15	10	6	3	19
otu1215	6	6	11	15	15	5	18	20	9	13
otu2249	16	4	9	5	16	11	8	3	2	3
otu2639	18	19	14	7	0	0	20	12	8	0
otu686	15	20	12	18	10	1	4	10	13	18
otu611	8	4	1	5	1	20	14	8	2	13
otu2515	16	12	0	10	0	17	0	12	19	11
otu547	5	14	7	7	8	19	15	20	14	5
otu2657	2	3	4	4	8	10	10	11	8	17
otu1391	9	13	12	18	12	16	3	0	11	4
otu1019	4	11	19	15	6	10	10	10	10	20
otu70	18	8	12	16	9	13	8	2	9	15
otu1656	8	2	4	16	4	17	15	1	3	5
otu2142	17	15	16	19	18	15	1	2	8	17
otu2130	17	5	20	14	12	1	8	20	10	7
otu1833	9	4	2	16	0	11	10	4	2	7
otu646	15	1	13	18	15	10	7	16	11	20
otu2230	18	14	20	19	8	16	0	13	17	11
otu2541	13	20	18	17	2	12	2	17	17	7
otu1669	3	6	10	10	1	5	16	18	16	19
otu2067	14	11	19	11	17	19	20	19	8	16
otu1301	19	19	12	20	7	0	8	4	1	13
otu2877	12	6	17	14	18	2	0	4	9	20
otu1074	0	1	12	18	8	8	14	12	8	14
otu2511	14	10	6	0	18	5	12	20	15	12
otu2312	11	10	9	18	14	16	2	8	9	5
otu306	16	13	8	11	5	15	11	11	5	1
otu175	15	10	5	10	20	20	2	15	15	8
otu1750	19	2	11	2	3	11	17	0	14	11
otu2536	3	17	20	17	0	0	15	14	4	18
otu2909	19	7	10	5	14	20	15	19	10	8
otu2217	17	14	13	0	0	0	2	17	3	10
otu2196	16	4	17	0	14	19	12	12	15	2
otu1035	17	0	6	5	0	9	0	1	6	10
otu1578	10	12	18	0	14	3	6	9	13	19
otu1244	9	10	15	3	15	0	20	6	5	6
otu1225	17	2	17	11	17	1	5	20	4	5
otu2679	5	8	17	4	10	6	2	8	15	8
otu650	18	12	5	16	10	17	6	9	15	15
otu2592	7	7	5	11	6	2	14	0	4	14
otu1619	4	1	1	4	3	4	19	19	14	1
otu2344	2	8	0	13	16	1	15	6	9	18
otu1160	2	14	20	7	7	10	2	4	18	11
otu320	5	9	15	16	15	6	11	5	16	16
otu189	7	0	20	0	19	9	9	18	20	0
otu381	2	11	19	18	20	4	6	12	13	17
otu706	7	0	20	0	2	0	18	4	14	13
otu2182	5	3	11	19	14	12	0	19	10	5
otu1484	2	12	2	1	8	7	19	16	10	5
otu669	15	19	11	8	3	3	17	18	2	3
otu520	2	2	3	12	20	17	6	16	15	4
otu458	13	12	13	6	17	17	13	14	8	1
otu924	13	11	13	13	6	12	18	14	11	12
otu572	19	5	13	5	15	2	5	6	11	4
otu2173	16	16	0	4	2	18	13	6	8	14
otu1680	12	5	3	2	3	2	10	3	16	11
otu958	14	14	13	7	17	15	20	19	16	11
otu2201	14	10	16	11	2	0	3	5	16	5
otu2999	15	14	17	11	10	9	6	18	6	17
otu484	12	11	7	18	4	4	18	3	2	17
otu1707	3	16	3	18	20	12	14	20	4	8
otu2735	12	1	8	19	11	3	10	13	15	7
otu2022	16	19	0	5	19	0	5	15	9	13
otu98	1	0	2	0	20	3	2	1	2	17
otu2567	0	12	17	18	3	11	18	20	9	14
otu658	0	13	20	6	5	7	2	16	18	6
otu616	1	17	15	6	5	10	1	17	16	11
otu912	6	19	15	5	4	7	0	1	9	2
otu1867	17	11	16	2	16	16	17	17	7	8
otu442	11	19	3	18	12	11	7	2	8	4
otu1327	17	13	6	13	13	19	2	0	9	9
otu1046	3	1	5	10	4	6	6	8	7	6
otu2187	10	4	7	9	3	0	17	1	7	16
otu2510	19	6	13	3	4	3	5	9	3	2
otu1857	9	12	5	14	8	7	17	1	0	4
otu1000	6	5	1	15	8	2	18	16	18	2
otu1106	12	6	20	10	9	7	16	3	15	6
otu1054	8	18	0	15	13	14	0	2	5	4
otu2566	11	9	20	5	6	8	6	16	15	8
otu2016	2	12	9	8	15	16	20	5	1	19
otu751	18	5	14	7	18	20	15	11	6	2
otu285	5	3	12	18	15	16	6	4	5	3
otu1790	0	1	5	11	3	18	19	1	7	9
otu1852	1	14	18	9	6	4	17	15	14	4
otu784	2	0	20	15	3	9	0	1	4	0
otu585	13	8	10	1	15	12	11	13	8	3
otu1710	0	16	20	2	3	8	13	10	13	17
otu1567	10	20	16	12	19	20	5	8	5	14
otu1247	11	5	18	7	5	7	12	1	8	14
otu34	0	9	12	1	2	2	2	6	9	12
otu2113	6	12	11	0	0	2	2	16	8	2
otu542	0	20	20	11	10	8	0	14	14	17
otu2664	5	15	16	10	18	20	14	1	18	6
otu2903	16	12	17	0	14	18	11	2	2	17
otu2623	2	5	9	12	5	15	2	13	12	2
otu2253	3	4	19	9	18	15	4	14	4	19
otu1335	13	9	3	18	1	8	8	16	2	14
otu2645	15	17	19	19	20	12	2	1	15	0
otu228	3	4	3	19	6	14	14	11	8	19
otu2899	6	11	12	2	20	1	10	12	17	3
otu1967	12	7	6	1	20	3	12	20	17	0
otu2364	0	4	10	10	14	14	3	10	2	6
otu1840	9	15	4	18	16	7	12	10	15	16
otu225	13	7	4	18	0	1	16	6	10	2
otu180	10	19	0	11	13	2	9	12	11	13
otu2989	5	9	4	11	13	6	20	10	19	11
otu2446	16	19	14	9	8	0	10	20	9	20
otu6	19	1	15	19	5	14	10	3	6	16
otu1503	11	7	19	15	9	12	6	14	12	11
otu1421	13	9	6	6	16	17	14	5	5	20
otu1698	0	17	11	11	17	14	13	2	18	15
otu152	19	13	2	5	10	1	2	8	2	6
otu2875	17	8	13	10	6	8	17	13	20	12
otu741	9	14	11	7	14	5	11	13	11	16
otu2144	13	4	18	2	19	19	10	3	10	19
otu865	19	6	9	8	16	10	10	4	4	1
otu207	4	9	1	18	4	13	12	8	16	11
otu2465	3	14	20	12	1	13	3	1	2	15
otu269	13	9	17	4	11	14	2	0	11	11
otu273	15	1	18	6	17	17	19	7	3	6
otu2770	3	14	6	1	5	1	3	2	0	10
otu1432	9	7	13	13	6	10	17	1	11	11
otu2918	15	19	20	13	14	10	20	9	20	14
otu2854	2	12	11	18	5	8	1	8	13	0
otu1193	13	19	9	9	17	18	8	11	2	9
otu1277	10	10	6	14	6	6	5	9	14	2
otu2044	1	12	14	19	10	10	19	8	4	4
otu2703	7	10	1	16	1	7	19	9	12	5
otu1188	11	13	11	9	15	6	0	13	12	0
otu622	3	13	5	19	10	13	11	3	1	11
otu2136	13	16	17	7	15	6	4	16	0	15
otu1381	6	10	16	8	6	12	13	1	5	11
otu17	14	8	10	8	17	10	6	3	8	14
otu2323	1	16	17	9	15	4	4	8	2	20
otu827	8	5	4	16	8	1	0	17	9	13
otu792	5	4	2	3	2	14	20	17	19	12
otu2346	13	18	4	20	3	9	7	7	9	2
otu453	8	20	13	6	17	3	14	0	12	16
otu837	12	7	7	15	19	13	9	9	7	0
otu1508	4	17	11	18	9	16	7	4	16	8
otu332	2	3	12	6	10	3	0	11	13	6
otu1058	6	8	15	6	5	3	19	13	18	9
otu887	19	9	9	18	0	19	18	12	8	20
otu1705	14	15	18	16	20	20	9	0	2	8
otu120	2	9	8	20	11	20	5	4	7	17
otu2544	3	7	5	16	19	11	10	12	13	13
otu2654	8	12	9	14	15	5	17	9	11	12
otu2104	5	14	6	11	14	18	13	7	13	10
otu349	19	18	20	19	1	4	9	9	13	19
otu2533	16	16	15	1	5	7	11	13	8	20
otu2443	16	18	3	3	8	12	1	3	9	6
otu380	8	17	13	11	3	5	11	6	9	13
otu2569	5	10	4	13	14	8	16	0	6	4
otu2092	15	2	19	18	19	19	10	18	7	9
otu2373	11	15	5	6	5	12	12	19	0	3
otu866	11	10	4	0	4	8	19	4	13	18
otu2979	13	1	11	20	20	4	1	17	15	5
otu460	14	9	0	13	1	5	5	4	20	5
otu1156	20	13	9	14	12	17	7	12	7	6
otu1083	4	9	12	7	3	10	7	2	8	11
otu2517	8	1	13	12	16	16	14	15	2	11
otu2526	2	12	19	4	15	13	15	1	10	6
otu2285	13	4	0	20	14	18	13	17	18	16
otu732	12	18	19	16	5	20	18	12	0	13
otu1713	3	10	14	5	6	12	14	18	16	16
otu1146	7	20	15	5	12	14	5	0	12	7
otu100	14	18	8	2	5	17	18	13	19	6
otu1507	17	7	0	9	2	20	9	0	11	8
otu1779	7	7	18	10	9	10	19	10	16	20
otu1041	11	12	16	8	6	17	16	9	5	17
otu1939	11	8	7	9	16	2	13	1	0	4
otu42	15	4	15	5	10	1	2	1	19	10
otu649	18	3	5	7	13	8	18	20	11	4
otu1955	17	11	10	16	3	1	0	11	20	4
otu1220	13	19	0	5	12	3	13	16	1	11
otu36	9	6	18	7	17	17	0	3	9	8
otu1176	6	15	6	4	4	12	1	3	19	19
otu2793	14	3	8	4	4	3	1	3	7	7
otu2245	17	19	6	9	16	14	11	2	3	1
otu777	6	12	5	0	16	6	5	3	9	4
otu729	9	20	7	19	14	5	1	15	9	19
otu283	8	13	12	2	17	19	11	12	0	5
otu975	1	20	0	17	19	18	16	3	6	0
otu2864	6	11	11	18	0	16	18	8	5	6
otu2030	4	15	0	20	12	6	11	6	11	14
otu1856	4	6	18	11	0	13	5	12	15	19
otu22	10	9	10	16	7	8	8	8	6	15
otu2520	10	4	7	6	13	5	10	4	8	2
otu880	0	11	4	19	1	2	19	12	9	7
otu1650	11	17	3	12	7	9	2	4	1	16
otu2256	2	3	0	8	3	10	19	2	20	13
otu480	11	16	5	14	11	9	13	8	14	10
otu2719	11	8	1	18	17	2	14	16	20	13
otu2365	5	17	11	4	15	12	9	20	11	7
otu1549	17	7	13	6	4	0	3	12	17	12
otu27	8	17	14	7	0	10	6	14	10	8
otu1675	20	12	3	5	6	16	10	20	20	7
otu783	13	14	17	10	16	15	14	0	18	12
otu767	6	5	20	19	20	12	10	6	1	5
otu1922	9	18	16	3	2	7	1	15	4	19
otu2953	7	9	17	8	19	4	10	9	13	19
otu1004	8	20	0	8	2	19	15	14	18	10
otu2681	20	9	3	18	9	6	7	7	16	12
otu2246	17	11	12	6	7	3	15	5	10	9
otu1943	1	5	4	10	10	9	18	0	6	15
otu2205	12	6	10	3	20	19	7	3	13	5
otu2401	17	3	19	8	3	11	17	15	20	10
otu1737	15	13	11	14	0	1	0	4	0	17
otu2351	6	8	2	16	14	16	15	6	7	13
otu386	14	4	6	11	16	13	16	10	4	4
otu2720	0	11	9	6	16	7	16	8	17	6
otu1256	19	13	14	8	2	10	1	7	8	18
otu2950	10	15	20	13	5	18	7	3	10	1
otu499	16	20	9	1	13	20	1	14	17	15
otu1392	2	13	14	10	0	0	8	13	15	6
otu1813	17	16	0	1	14	18	20	15	13	2
otu1006	1	1	0	7	13	2	9	10	16	13
otu633	5	11	13	13	19	14	11	5	3	18
otu2981	6	3	18	0	17	15	4	9	17	20
otu2601	20	17	8	9	5	16	6	9	7	2
otu2093	14	10	5	9	15	7	16	16	17	13
otu422	4	9	10	5	14	7	0	4	1	10
otu1288	18	9	12	4	14	2	19	12	10	3
otu961	2	14	1	7	10	20	14	17	1	12
otu1369	10	13	4	1	0	4	0	0	9	9
otu2222	17	13	20	0	15	11	6	5	14	6
otu2844	16	4	1	17	12	18	6	3	15	0
otu519	15	18	20	2	8	16	7	14	19	8
otu1555	3	4	0	15	12	2	11	11	15	10
otu1775	17	2	12	13	19	10	12	2	8	6
otu1927	16	13	4	3	12	10	17	5	15	4
otu1912	7	9	12	2	10	14	8	13	20	6
otu2001	0	4	9	9	3	16	2	10	13	19
otu2018	9	9	2	16	0	12	16	8	9	11
otu925	20	5	6	10	7	16	16	16	20	9
otu1639	14	5	13	15	13	7	14	13	19	17
otu2081	9	16	18	0	12	12	6	5	18	8
otu2084	15	13	4	7	12	12	5	9	15	3
otu2138	14	1	6	11	8	20	17	20	11	17
otu2970	5	1	6	9	18	0	3	2	16	12
otu1561	13	2	19	18	15	20	5	19	3	5
otu330	17	0	3	4	18	9	9	13	4	7
otu1552	20	6	4	1	9	2	16	20	1	7
otu785	9	12	10	9	0	6	3	15	11	17
otu142	19	9	12	3	16	0	12	3	11	1
otu1873	16	4	19	14	20	12	0	16	1	5
otu1521	8	20	20	3	2	5	3	8	8	15
otu2968	7	3	9	6	1	1	11	0	13	13
otu2951	13	12	15	10	5	17	15	8	9	16
otu317	16	2	7	4	4	4	15	13	1	16
otu378	8	6	19	9	7	7	0	1	12	2
otu1811	11	7	8	14	17	1	14	14	18	18
otu1965	11	15	14	20	3	10	14	16	7	18
otu1732	16	1	14	4	4	15	10	10	6	13
otu694	8	15	8	4	17	11	12	12	7	5
otu2504	14	9	16	16	13	0	5	13	7	5
otu2527	4	9	1	1	13	17	15	1	2	10
otu401	11	14	14	11	20	3	13	5	5	20
otu469	3	4	13	16	5	18	2	14	11	4
otu1384	4	0	3	20	6	9	0	12	6	11
otu2732	5	0	5	2	16	6	9	0	7	7
otu147	19	12	10	17	9	1	1	13	19	4
otu2866	10	15	15	7	2	16	13	7	15	11
otu2310	1	6	10	16	17	14	12	15	12	8
otu2332	15	5	1	1	10	7	11	20	4	5
otu383	3	11	12	8	2	6	20	6	19	5
otu2655	19	18	3	7	6	2	8	0	4	6
otu2806	5	16	16	1	10	18	9	9	14	15
otu113	1	10	14	16	19	15	19	15	7	8
otu825	17	3	18	17	3	13	11	14	17	17
otu117	13	7	15	6	8	9	7	6	17	10
otu1796	0	0	15	9	13	9	17	11	19	7
otu1233	1	11	2	0	20	2	18	13	20	13
otu1568	9	10	5	1	16	1	15	14	18	9
otu797	12	14	1	8	0	15	1	19	10	13
otu94	2	8	1	9	14	15	15	16	12	1
otu2359	3	8	8	3	11	2	4	2	5	19
otu929	7	19	11	18	19	16	8	7	20	4
otu135	12	13	7	12	14	3	19	8	18	17
otu221	7	8	14	4	9	15	15	5	2	18
otu1245	9	1	11	14	14	1	5	10	20	8
otu1832	7	1	17	20	2	8	17	14	8	2
otu1450	7	12	13	5	20	4	18	0	13	8
otu2235	12	1	19	11	16	19	7	19	1	3
otu1161	15	14	3	13	3	15	7	9	3	2
otu2389	1	4	11	10	10	20	2	7	11	19
otu1541	9	18	16	5	13	20	12	10	11	4
otu1127	14	8	18	13	19	14	2	11	6	6
otu2946	18	11	2	8	10	13	2	14	18	7
otu2456	15	0	5	3	10	3	7	16	10	13
otu2725	18	3	4	10	8	6	11	14	17	10
otu1279	10	20	13	5	2	1	2	17	3	1
otu402	8	3	18	1	3	10	20	7	8	2
otu1368	16	18	17	18	5	2	4	16	10	14
otu373	8	7	16	17	18	14	12	15	19	6
otu2984	19	13	16	7	0	18	13	2	4	6
otu2176	6	19	16	16	16	3	3	2	8	3
otu2620	9	0	14	14	3	17	4	17	3	7
otu670	13	8	1	13	5	11	14	8	2	2
otu290	10	10	17	17	15	1	19	10	12	12
otu506	20	18	8	8	1	8	18	0	15	2
otu375	17	3	17	10	11	11	14	8	16	7
otu899	1	18	5	1	15	7	6	3	5	6
otu2392	5	7	16	19	19	15	8	20	3	7
otu2802	15	17	17	1	0	1	6	15	18	14
otu2276	1	13	3	8	18	5	20	6	18	17
otu2134	14	14	12	12	6	11	14	16	0	9
otu2749	20	16	20	1	13	10	2	19	5	4
otu568	17	16	8	2	0	4	1	10	5	19
otu835	16	20	19	18	14	1	17	7	6	8
otu1978	17	3	10	0	3	13	8	15	4	18
otu14	18	15	1	11	2	5	2	15	7	3
otu1655	7	13	10	10	6	11	16	19	9	8
otu195	15	3	10	19	6	0	20	7	19	16
otu1940	12	19	2	20	13	5	6	12	6	17
otu1608	12	8	19	2	16	1	19	12	6	5
otu1812	4	13	13	19	13	11	2	15	4	16
otu2447	6	17	8	18	4	7	10	13	7	0
otu105	17	11	16	1	16	10	5	11	8	10
otu1143	19	16	17	16	2	3	2	6	10	1
otu1174	13	4	6	0	20	17	18	0	13	12
otu2662	2	18	1	18	20	8	1	20	7	17
otu1214	13	9	0	16	12	11	16	8	13	18
otu140	8	13	11	0	1	7	2	5	8	18
otu1989	12	9	1	20	16	6	15	18	5	3
otu418	19	18	6	11	17	16	20	2	8	14
otu336	8	11	12	8	7	6	11	1	1	13
otu1470	7	20	1	13	13	3	7	10	9	10
otu2625	16	17	5	3	8	11	14	18	0	7
otu106	3	6	14	10	20	4	4	14	16	5
otu2151	17	19	14	16	2	11	13	7	5	6
otu1289	2	3	5	15	4	7	11	2	8	0
otu2878	3	16	9	2	4	2	18	10	14	3
otu2185	3	0	1	0	2	16	0	11	14	6
otu2402	9	18	4	13	9	12	7	11	18	7
otu1784	13	8	0	15	19	19	18	2	9	9
otu2083	17	16	15	11	18	2	8	2	12	4
otu886	9	15	20	14	12	18	5	15	5	20
otu1167	5	19	12	12	0	10	1	13	8	2
otu1739	15	18	16	16	19	12	11	20	20	11
otu884	20	0	1	18	7	14	18	8	1	17
otu1731	0	15	6	6	18	10	15	7	3	5
otu637	16	5	15	0	0	7	15	8	3	18
otu952	19	13	10	17	15	4	4	9	10	2
otu573	19	9	15	17	17	16	7	15	16	19
otu2926	8	8	5	7	19	17	8	8	17	12
otu2889	6	19	11	11	0	15	18	9	3	12
otu1991	10	8	13	0	19	5	4	15	14	2
otu1861	3	10	6	18	10	10	16	17	4	18
otu2746	2	16	19	20	7	18	19	18	5	4
otu1837	3	4	7	9	7	1	0	11	18	10
otu854	12	10	14	5	5	4	18	8	4	9
otu2583	7	7	17	0	1	13	17	19	19	7
otu173	1	0	14	4	19	9	11	6	14	5
otu226	13	1	0	12	10	12	10	13	16	6
otu437	5	5	19	15	1	13	18	3	1	5
otu1600	20	8	8	3	10	5	1	4	0	4
otu2491	13	19	19	18	15	20	17	9	17	19
otu2997	19	5	6	11	3	0	20	1	11	20
otu1039	20	12	10	10	14	17	4	7	2	16
otu1255	11	9	0	1	15	17	4	7	17	13
otu742	3	6	6	4	11	17	17	14	16	15
otu2976	19	7	16	11	16	6	10	0	3	18
otu1865	10	9	11	14	4	3	3	2	0	17
otu990	7	15	5	3	14	3	11	5	8	6
otu497	4	2	0	5	9	15	20	18	0	15
otu2857	11	12	11	20	6	3	2	9	8	6
otu874	19	5	7	10	1	14	2	2	12	20
otu2587	18	1	17	6	20	8	18	11	11	9
otu2991	17	7	3	0	9	18	7	1	10	0
otu1158	20	7	10	10	12	17	0	10	14	5
otu852	13	2	7	13	15	3	1	12	3	8
otu1229	11	5	19	7	14	9	12	8	11	10
otu1923	0	2	17	4	19	20	6	5	14	18
otu2188	19	6	17	7	17	13	1	8	8	19
otu640	12	4	2	17	19	18	19	18	9	18
otu1575	4	11	19	9	4	6	15	15	17	6
otu943	6	7	15	1	13	2	5	15	1	19
otu836	14	19	1	15	19	1	19	17	7	2
otu358	19	4	20	5	12	1	11	10	10	9
otu2949	14	8	3	0	20	7	2	2	17	5
otu2489	19	19	11	9	2	18	0	17	2	16
otu726	16	17	4	13	6	1	19	6	5	11
otu843	9	14	3	10	10	2	11	9	20	6
otu1554	4	15	14	16	10	1	3	12	19	4
otu1780	5	18	6	4	19	8	9	14	6	10
otu2588	15	12	8	18	14	15	13	12	3	10
otu2126	9	17	12	0	7	9	3	5	16	9
otu1010	13	13	9	19	14	17	11	8	8	5
otu2133	12	7	11	19	13	1	11	3	5	3
otu2883	20	11	16	3	17	12	15	4	5	13
otu1152	2	8	0	15	14	18	19	12	9	6
otu1182	6	4	4	16	4	11	3	8	1	2
otu501	18	7	11	15	4	19	20	20	14	7
otu1114	18	3	18	11	20	6	14	20	14	6
otu2612	4	9	2	14	20	12	10	6	9	7
otu787	13	2	16	3	17	14	11	7	9	9
otu1171	0	11	20	6	15	16	2	5	2	17
otu2855	5	6	13	6	4	15	7	0	5	16
otu1224	6	6	6	16	20	8	3	2	16	0
otu2955	20	8	10	10	20	20	6	13	4	3
otu1252	6	0	14	6	19	6	4	4	2	16
otu2293	5	17	8	11	11	20	15	0	3	9
otu288	20	4	9	5	19	8	14	4	13	10
otu518	7	20	6	3	19	4	20	14	3	11
otu354	7	8	8	7	10	18	15	13	6	11
otu2957	12	6	19	10	0	6	6	20	19	3
otu769	8	13	13	12	0	6	7	13	10	9
otu668	2	1	12	16	1	5	6	20	6	5
otu2972	8	18	4	11	10	4	1	16	0	2
otu1946	1	12	16	15	12	17	10	1	7	6
otu2231	15	6	14	10	5	17	10	15	2	7
otu1532	9	6	3	15	14	17	10	12	0	1
otu545	16	12	4	7	12	0	14	10	3	13
otu1108	18	17	5	8	19	17	7	4	2	16
otu2421	12	13	9	13	4	1	9	5	10	15
otu2090	9	9	18	2	1	4	1	12	0	2
otu2002	5	3	5	5	2	8	7	4	8	13
otu1457	20	10	4	3	1	9	15	6	0	8
otu1722	8	15	2	17	13	20	9	7	9	5
otu1376	14	19	14	8	9	10	9	17	6	11
otu1793	15	7	1	17	0	0	5	9	17	13
otu1292	5	8	14	8	8	20	9	17	15	20
otu648	6	11	8	0	4	13	6	17	10	4
otu431	18	4	12	6	7	7	14	2	12	5
otu2689	2	16	1	4	15	15	2	2	20	14
otu1681	9	12	5	7	7	16	2	8	15	13
otu662	20	16	13	10	3	13	13	7	13	3
otu1720	12	9	17	0	18	9	9	11	6	15
otu1427	4	10	20	9	10	17	6	9	6	17
otu775	13	10	3	13	9	12	19	10	16	11
otu936	6	8	15	18	17	10	7	19	5	1
otu85	18	6	10	18	17	8	15	10	17	1
otu938	13	10	3	10	12	17	20	19	18	5
otu2858	12	1	18	13	15	15	18	11	12	8
otu982	0	13	8	20	5	10	18	17	18	9
otu2940	14	0	15	7	3	3	13	0	6	14
otu1626	9	19	11	3	8	19	1	8	18	1
otu276	3	16	9	10	2	11	7	9	1	7
otu1797	4	8	12	11	9	17	19	0	4	13
otu533	13	7	0	4	10	15	19	6	8	1
otu1371	2	10	1	11	1	12	4	17	7	17
otu2585	8	0	1	14	16	20	0	3	10	7
otu491	12	6	19	17	15	12	6	15	10	4
otu2728	11	20	4	7	15	18	20	1	1	4
otu2406	18	1	12	19	17	18	17	12	1	16
otu541	2	14	1	5	2	6	2	6	7	10
otu1497	6	15	2	1	6	7	2	17	9	10
otu485	6	9	16	13	2	19	20	15	16	1
otu2885	8	9	9	20	16	11	13	19	5	0
otu1579	5	4	2	12	5	2	17	10	1	10
otu1479	7	7	17	15	6	2	18	4	19	16
otu1436	12	11	13	1	3	16	13	14	3	7
otu263	0	7	19	15	3	3	11	3	12	13
otu786	4	2	19	1	9	0	8	7	5	10
otu335	5	19	10	6	9	2	19	3	10	17
otu337	0	8	3	8	0	1	7	1	5	9
otu39	2	17	20	6	0	11	8	4	20	14
otu1533	14	9	7	17	16	10	16	14	10	20
otu1688	8	17	20	10	10	15	1	6	6	9
otu1141	14	18	20	15	17	17	20	16	19	9
otu2516	4	17	8	1	9	20	18	0	7	10
otu2407	15	4	9	15	4	12	1	7	19	4
otu1838	20	14	7	15	0	8	2	18	15	11
otu2024	2	4	13	3	12	0	8	7	10	1
otu2925	3	10	4	13	12	16	3	2	5	19
otu194	15	12	10	8	16	4	10	7	5	1
otu1582	18	13	12	1	9	16	17	0	8	20
otu711	3	5	2	15	11	4	0	9	20	20
otu1405	8	11	15	18	9	9	1	1	13	20
otu1718	3	13	3	14	14	4	8	20	15	19
otu405	6	10	13	17	16	10	6	11	1	6
otu639	6	9	8	0	10	6	19	16	15	12
otu262	9	16	11	14	8	12	11	9	7	18
otu1636	7	15	3	19	7	18	1	1	19	0
otu638	2	7	17	20	9	19	15	7	15	0
otu2818	13	2	1	9	3	7	19	2	15	19
otu2305	6	8	12	20	4	7	19	10	1	8
otu2265	16	20	5	6	10	13	6	18	13	8
otu1850	18	7	12	14	12	5	8	3	8	14
otu511	18	8	5	2	6	9	16	20	11	13
otu382	4	13	4	6	1	15	16	4	16	2
otu2123	1	12	13	10	15	20	16	10	15	19
otu744	18	14	11	18	16	20	0	4	10	17
otu1125	6	6	14	17	20	17	20	2	19	10
otu1882	14	7	3	5	9	8	16	16	16	13
otu2079	4	16	13	8	14	4	4	15	17	15
otu2547	16	9	8	5	17	11	13	0	12	18
otu1172	19	6	5	1	18	15	1	11	6	20
otu1674	16	14	20	4	17	6	9	13	17	13
otu129	13	2	17	7	18	11	7	9	9	0
otu417	8	3	0	2	0	1	6	16	14	16
otu2765	8	16	12	17	15	16	1	2	18	15
otu918	1	9	11	10	1	10	2	14	15	18
otu2824	1	5	5	3	2	5	19	9	12	5
otu1377	5	20	13	4	5	2	18	15	17	0
otu1753	15	20	8	5	8	19	12	8	3	9
otu467	16	1	13	17	6	14	3	8	12	15
otu613	6	14	3	19	5	18	3	6	20	7
otu1676	0	17	20	1	7	3	5	15	18	1
otu692	12	0	19	5	1	7	18	9	5	1
otu2919	14	8	12	8	5	12	11	10	1	12
otu539	6	12	14	19	8	14	8	14	2	11
otu1764	9	10	4	14	12	17	15	13	18	9
otu930	1	17	1	18	18	15	20	2	20	0
otu18	18	8	19	17	18	6	5	5	15	8
otu627	13	20	4	7	7	10	3	2	7	19
otu2284	5	6	11	10	16	19	6	15	12	16
otu2326	9	0	20	9	10	3	14	6	2	3
otu1778	12	14	7	19	0	10	8	9	20	0
otu1266	15	6	10	20	6	6	8	12	15	11
otu1802	18	5	14	16	3	17	12	17	15	11
otu421	16	15	17	9	5	17	1	14	4	15
otu321	9	2	19	16	13	12	11	9	16	3
otu731	14	14	10	7	4	0	0	12	5	7
otu2897	3	13	8	12	10	19	13	11	20	6
otu2221	5	16	11	18	4	4	7	7	7	7
otu580	20	8	16	1	6	8	10	5	12	12
otu818	16	15	8	9	13	5	2	1	4	0
otu2416	15	18	12	14	13	3	8	17	5	15
otu1325	10	12	0	16	11	7	1	17	4	11
otu2930	1	9	1	18	15	5	10	19	12	4
otu1216	10	10	12	19	16	20	19	12	12	20
otu643	4	18	17	15	6	9	17	3	13	5
otu2652	13	1	15	17	11	10	2	11	12	0
otu1420	19	7	8	19	2	9	7	1	18	4
otu224	12	15	11	1	0	12	19	20	12	18
otu2234	13	6	10	10	1	20	12	4	20	17
otu275	12	3	15	0	19	20	12	3	2	11
otu763	16	0	4	6	14	11	14	13	1	3
otu1557	0	5	7	11	5	12	16	7	1	5
otu1699	7	9	15	16	8	8	10	6	16	19
otu353	0	0	3	10	15	13	8	2	4	8
otu1236	10	1	10	14	4	2	10	0	8	15
otu971	1	10	11	18	18	8	1	2	15	7
otu1372	17	1	12	3	5	6	3	19	1	13
otu932	5	7	3	17	10	8	12	20	7	16
otu2938	6	13	15	5	19	10	20	9	1	8
otu40	12	0	11	14	9	0	4	10	7	15
otu1641	20	6	20	19	11	14	16	18	20	13
otu2319	16	9	10	12	14	2	0	18	18	11
otu71	8	12	20	0	19	11	18	1	13	13
otu1590	18	10	11	11	9	0	4	19	19	7
otu2478	0	18	15	7	20	20	6	14	2	2
otu2590	3	10	1	2	10	10	0	5	6	4
otu1452	1	1	19	8	4	14	3	18	17	4
otu2239	17	1	5	3	8	4	5	12	11	17
otu1684	8	12	17	1	15	5	14	4	15	19
otu1623	1	9	2	7	13	17	19	9	4	3
otu2068	0	7	4	14	12	5	6	3	4	18
otu1763	1	20	6	3	18	4	2	12	15	2
otu839	0	15	11	7	19	14	2	11	7	1
otu869	16	10	11	19	19	8	20	10	9	9
otu394	15	13	7	15	12	6	8	19	18	16
otu2996	8	9	14	12	20	3	11	1	9	15
otu941	6	5	17	16	19	10	11	10	10	15
otu575	15	12	14	0	4	14	6	20	12	2
otu679	10	8	2	17	16	7	19	10	6	16
